"year","mes","sitio_desembarco","arte_pesca","nombre_vulgar","nombre_cientifico","ingresocorrientes","income","especie","sitio","arte","capturakg","esfuerzo","cpuekgfaena","tmccm","ds","salinidad","date","ipc","rsal","rsallab","name"
2014,10,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$2,329,819",2329819,1,1,1,2282.18994140625,1023,43.5499992370605,30.5,7.90000009536743,27.2299995422363,657,117.682189941406,2,"19-30","Ariopsis canteri"
2014,10,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$5,177,885",5177885,2,1,1,8136.009765625,1023,43.5499992370605,22.5,2.70000004768372,27.2299995422363,657,117.682189941406,2,"19-30","Mugil incilis"
2014,10,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$107,996",107996,3,1,1,186.520004272461,1023,43.5499992370605,32.0999984741211,4.40000009536743,27.2299995422363,657,117.682189941406,2,"19-30","Elops schmitti"
2014,10,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$19,868,777",19868777,4,1,1,29076.259765625,1023,43.5499992370605,21.3999996185303,2.09999990463257,27.2299995422363,657,117.682189941406,2,"19-30","Cathorops mapale"
2014,10,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$1,757,662",1757662,6,1,1,855.659973144531,1023,43.5499992370605,26,3.20000004768372,27.2299995422363,657,117.682189941406,2,"19-30","Eugerres plumieri"
2014,10,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,308,933",2308933,7,1,1,3673.72998046875,1023,43.5499992370605,NA,NA,27.2299995422363,657,117.682189941406,2,"19-30","Other"
2014,10,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$814,638",814638,8,1,1,329.010009765625,1023,43.5499992370605,39,9.10000038146973,27.2299995422363,657,117.682189941406,2,"19-30","Megalops atlanticus"
2014,11,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,299,263",1299263,1,1,1,1120.88000488281,900,41.3300018310547,31.2000007629395,5.69999980926514,22.0799999237061,658,117.837303161621,2,"19-30","Ariopsis canteri"
2014,11,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$10,281,428",10281428,2,1,1,15051.5302734375,900,41.3300018310547,22.3999996185303,3.29999995231628,22.0799999237061,658,117.837303161621,2,"19-30","Mugil incilis"
2014,11,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$163,811",163811,3,1,1,407.179992675781,900,41.3300018310547,32.5,2.29999995231628,22.0799999237061,658,117.837303161621,2,"19-30","Elops schmitti"
2014,11,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$8,708,158",8708158,4,1,1,12057.4501953125,900,41.3300018310547,22.3999996185303,2.20000004768372,22.0799999237061,658,117.837303161621,2,"19-30","Cathorops mapale"
2014,11,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$2,485,424",2485424,6,1,1,872.630004882812,900,41.3300018310547,22.7999992370605,1.79999995231628,22.0799999237061,658,117.837303161621,2,"19-30","Eugerres plumieri"
2014,11,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,245,971",2245971,7,1,1,7467.97998046875,900,41.3300018310547,NA,NA,22.0799999237061,658,117.837303161621,2,"19-30","Other"
2014,11,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$544,750",544750,8,1,1,206.330001831055,900,41.3300018310547,36.9000015258789,9.30000019073486,22.0799999237061,658,117.837303161621,2,"19-30","Megalops atlanticus"
2014,12,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$849,476",849476,1,1,1,886.099975585938,930,39.060001373291,35.5999984741211,6,17.4799995422363,659,118.151657104492,1,"6-18","Ariopsis canteri"
2014,12,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$11,888,715",11888715,2,1,1,18212.5,930,39.060001373291,22.6000003814697,3.09999990463257,17.4799995422363,659,118.151657104492,1,"6-18","Mugil incilis"
2014,12,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$40,020",40020,3,1,1,104.779998779297,930,39.060001373291,32,3.90000009536743,17.4799995422363,659,118.151657104492,1,"6-18","Elops schmitti"
2014,12,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$8,029,457",8029457,4,1,1,9104.26953125,930,39.060001373291,22.8999996185303,2,17.4799995422363,659,118.151657104492,1,"6-18","Cathorops mapale"
2014,12,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$805,854",805854,6,1,1,436.290008544922,930,39.060001373291,27.3999996185303,2.40000009536743,17.4799995422363,659,118.151657104492,1,"6-18","Eugerres plumieri"
2014,12,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,765,482",1765482,7,1,1,7344.4599609375,930,39.060001373291,NA,NA,17.4799995422363,659,118.151657104492,1,"6-18","Other"
2014,12,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$613,763",613763,8,1,1,236.279998779297,930,39.060001373291,37.7999992370605,7.30000019073486,17.4799995422363,659,118.151657104492,1,"6-18","Megalops atlanticus"
2015,2,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$187,729",187729,1,1,1,181.149993896484,750,32.7599983215332,31.3999996185303,6.5,22.4500007629395,661,120.279930114746,2,"19-30","Ariopsis canteri"
2015,2,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$15,009,060",15009060,2,1,1,17929.380859375,750,32.7599983215332,24.2999992370605,3.29999995231628,22.4500007629395,661,120.279930114746,2,"19-30","Mugil incilis"
2015,2,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$48,649",48649,3,1,1,110.319999694824,750,32.7599983215332,38,2.09999990463257,22.4500007629395,661,120.279930114746,2,"19-30","Elops schmitti"
2015,2,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$319,687",319687,4,1,1,319.690002441406,750,32.7599983215332,20.7000007629395,1.89999997615814,22.4500007629395,661,120.279930114746,2,"19-30","Cathorops mapale"
2015,2,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$188,689",188689,6,1,1,144.289993286133,750,32.7599983215332,26.3999996185303,4.5,22.4500007629395,661,120.279930114746,2,"19-30","Eugerres plumieri"
2015,2,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$987,502",987502,7,1,1,4351.759765625,750,32.7599983215332,NA,NA,22.4500007629395,661,120.279930114746,2,"19-30","Other"
2015,2,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$2,464,863",2464863,8,1,1,1530.16003417969,750,32.7599983215332,37.4000015258789,7.80000019073486,22.4500007629395,661,120.279930114746,2,"19-30","Megalops atlanticus"
2015,3,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$266,252",266252,1,1,1,221.460006713867,847,44.4900016784668,28.2000007629395,6.5,34.4099998474121,662,120.984558105469,3,">30","Ariopsis canteri"
2015,3,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$19,450,072",19450072,2,1,1,24163.849609375,847,44.4900016784668,22.5,3.5,34.4099998474121,662,120.984558105469,3,">30","Mugil incilis"
2015,3,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$74,771",74771,3,1,1,150.740005493164,847,44.4900016784668,35.7999992370605,2.70000004768372,34.4099998474121,662,120.984558105469,3,">30","Elops schmitti"
2015,3,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$3,299,853",3299853,4,1,1,4399.7998046875,847,44.4900016784668,20.7000007629395,1.89999997615814,34.4099998474121,662,120.984558105469,3,">30","Cathorops mapale"
2015,3,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$20,989",20989,5,1,1,11.6300001144409,847,44.4900016784668,23.7999992370605,6,34.4099998474121,662,120.984558105469,3,">30","Orechromis nicolitus"
2015,3,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$491,617",491617,6,1,1,375.779998779297,847,44.4900016784668,26.2999992370605,3,34.4099998474121,662,120.984558105469,3,">30","Eugerres plumieri"
2015,3,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,655,470",1655470,7,1,1,7381.35009765625,847,44.4900016784668,NA,NA,34.4099998474121,662,120.984558105469,3,">30","Other"
2015,3,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$1,863,917",1863917,8,1,1,977.599975585938,847,44.4900016784668,35.2999992370605,6.19999980926514,34.4099998474121,662,120.984558105469,3,">30","Megalops atlanticus"
2015,4,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,638,357",1638357,1,1,1,1584.65002441406,1439,41.1800003051758,30.5,6.59999990463257,31.1599998474121,663,121.634368896484,3,">30","Ariopsis canteri"
2015,4,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$40,187,684",40187684,2,1,1,38972.41015625,1439,41.1800003051758,21.1000003814697,3.29999995231628,31.1599998474121,663,121.634368896484,3,">30","Mugil incilis"
2015,4,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$937,838",937838,3,1,1,1132.53002929688,1439,41.1800003051758,35.7999992370605,4.09999990463257,31.1599998474121,663,121.634368896484,3,">30","Elops schmitti"
2015,4,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$6,290,909",6290909,4,1,1,8387.8798828125,1439,41.1800003051758,20.2999992370605,1.79999995231628,31.1599998474121,663,121.634368896484,3,">30","Cathorops mapale"
2015,4,"NUEVA VENECIA","ATARRAYA","MOJARRA LORA","Oreochromis niloticus","$16,295",16295,5,1,1,8.67000007629395,1439,41.1800003051758,26.7999992370605,4.80000019073486,31.1599998474121,663,121.634368896484,3,">30","Orechromis nicolitus"
2015,4,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$816,100",816100,6,1,1,579.349975585938,1439,41.1800003051758,25.2999992370605,3.59999990463257,31.1599998474121,663,121.634368896484,3,">30","Eugerres plumieri"
2015,4,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,396,678",1396678,7,1,1,5857.669921875,1439,41.1800003051758,NA,NA,31.1599998474121,663,121.634368896484,3,">30","Other"
2015,4,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$5,525,277",5525277,8,1,1,2709.22998046875,1439,41.1800003051758,34.4000015258789,7.59999990463257,31.1599998474121,663,121.634368896484,3,">30","Megalops atlanticus"
2015,5,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$2,038,197",2038197,1,1,1,2029.89001464844,1400,36.0099983215332,31.7000007629395,6.90000009536743,37.3300018310547,664,121.954330444336,3,">30","Ariopsis canteri"
2015,5,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$19,461,894",19461894,2,1,1,37224.73828125,1400,36.0099983215332,22.1000003814697,2.90000009536743,37.3300018310547,664,121.954330444336,3,">30","Mugil incilis"
2015,5,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$93,159",93159,3,1,1,135.229995727539,1400,36.0099983215332,34.2000007629395,4,37.3300018310547,664,121.954330444336,3,">30","Elops schmitti"
2015,5,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$3,225,897",3225897,4,1,1,4222.990234375,1400,36.0099983215332,21.5,1.89999997615814,37.3300018310547,664,121.954330444336,3,">30","Cathorops mapale"
2015,5,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$477,373",477373,6,1,1,325.940002441406,1400,36.0099983215332,26.2000007629395,2.70000004768372,37.3300018310547,664,121.954330444336,3,">30","Eugerres plumieri"
2015,5,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,394,964",1394964,7,1,1,3333.6201171875,1400,36.0099983215332,NA,NA,37.3300018310547,664,121.954330444336,3,">30","Other"
2015,5,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$7,795,788",7795788,8,1,1,3130.51000976562,1400,36.0099983215332,34.4000015258789,7,37.3300018310547,664,121.954330444336,3,">30","Megalops atlanticus"
2015,6,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$985,343",985343,1,1,1,974.580017089844,1800,36.5699996948242,31,7.90000009536743,31.1299991607666,665,122.082359313965,3,">30","Ariopsis canteri"
2015,6,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$32,309,399",32309399,2,1,1,49495.25,1800,36.5699996948242,22.2000007629395,2.59999990463257,31.1299991607666,665,122.082359313965,3,">30","Mugil incilis"
2015,6,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$254,132",254132,3,1,1,351.880004882812,1800,36.5699996948242,35.4000015258789,3.20000004768372,31.1299991607666,665,122.082359313965,3,">30","Elops schmitti"
2015,6,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$2,040,319",2040319,4,1,1,2985.830078125,1800,36.5699996948242,20.7999992370605,2.09999990463257,31.1299991607666,665,122.082359313965,3,">30","Cathorops mapale"
2015,6,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$1,050,281",1050281,6,1,1,423.880004882812,1800,36.5699996948242,27.2999992370605,5.40000009536743,31.1299991607666,665,122.082359313965,3,">30","Eugerres plumieri"
2015,6,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,778,494",1778494,7,1,1,7903.7099609375,1800,36.5699996948242,NA,NA,31.1299991607666,665,122.082359313965,3,">30","Other"
2015,6,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$8,193,868",8193868,8,1,1,3672.830078125,1800,36.5699996948242,37.5,7.5,31.1299991607666,665,122.082359313965,3,">30","Megalops atlanticus"
2015,7,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$761,045",761045,1,1,1,731.22998046875,1860,36.2799987792969,30.8999996185303,7,34.0200004577637,666,122.30850982666,3,">30","Ariopsis canteri"
2015,7,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$35,047,117",35047117,2,1,1,53636.859375,1860,36.2799987792969,23.1000003814697,2.5,34.0200004577637,666,122.30850982666,3,">30","Mugil incilis"
2015,7,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$649,596",649596,3,1,1,808.489990234375,1860,36.2799987792969,36.2999992370605,2.5,34.0200004577637,666,122.30850982666,3,">30","Elops schmitti"
2015,7,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$641,727",641727,4,1,1,939.109985351562,1860,36.2799987792969,21,2.20000004768372,34.0200004577637,666,122.30850982666,3,">30","Cathorops mapale"
2015,7,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$725,223",725223,6,1,1,432.109985351562,1860,36.2799987792969,27.5,5,34.0200004577637,666,122.30850982666,3,">30","Eugerres plumieri"
2015,7,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,854,970",1854970,7,1,1,8063.33984375,1860,36.2799987792969,NA,NA,34.0200004577637,666,122.30850982666,3,">30","Other"
2015,7,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$10,038,539",10038539,8,1,1,2860.10009765625,1860,36.2799987792969,35.0999984741211,7.5,34.0200004577637,666,122.30850982666,3,">30","Megalops atlanticus"
2015,8,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$686,086",686086,1,1,1,714.400024414062,1953,35.2799987792969,34.5,6.5,31.7199993133545,667,122.895606994629,3,">30","Ariopsis canteri"
2015,8,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$41,628,123",41628123,2,1,1,53307.69140625,1953,35.2799987792969,23.7000007629395,3.40000009536743,31.7199993133545,667,122.895606994629,3,">30","Mugil incilis"
2015,8,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$243,136",243136,3,1,1,424.489990234375,1953,35.2799987792969,30.8999996185303,5.19999980926514,31.7199993133545,667,122.895606994629,3,">30","Elops schmitti"
2015,8,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$2,463,539",2463539,4,1,1,3418.2900390625,1953,35.2799987792969,21.5,1.79999995231628,31.7199993133545,667,122.895606994629,3,">30","Cathorops mapale"
2015,8,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$1,283,316",1283316,6,1,1,508.540008544922,1953,35.2799987792969,27.2000007629395,4.59999990463257,31.7199993133545,667,122.895606994629,3,">30","Eugerres plumieri"
2015,8,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$2,147,835",2147835,7,1,1,8724.5,1953,35.2799987792969,NA,NA,31.7199993133545,667,122.895606994629,3,">30","Other"
2015,8,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$5,381,265",5381265,8,1,1,1777.93994140625,1953,35.2799987792969,34.7999992370605,8.19999980926514,31.7199993133545,667,122.895606994629,3,">30","Megalops atlanticus"
2015,9,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$546,505",546505,1,1,1,535.5,2028,28.1599998474121,29.2999992370605,6.40000009536743,39.5499992370605,668,123.775009155273,3,">30","Ariopsis canteri"
2015,9,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$42,284,929",42284929,2,1,1,46683.03125,2028,28.1599998474121,25.5,3.70000004768372,39.5499992370605,668,123.775009155273,3,">30","Mugil incilis"
2015,9,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$534,230",534230,3,1,1,560.010009765625,2028,28.1599998474121,33,4.5,39.5499992370605,668,123.775009155273,3,">30","Elops schmitti"
2015,9,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$1,206,739",1206739,4,1,1,1765.9599609375,2028,28.1599998474121,21.1000003814697,2,39.5499992370605,668,123.775009155273,3,">30","Cathorops mapale"
2015,9,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$1,321,340",1321340,6,1,1,557.070007324219,2028,28.1599998474121,24.8999996185303,2.5,39.5499992370605,668,123.775009155273,3,">30","Eugerres plumieri"
2015,9,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,194,862",1194862,7,1,1,5813.2998046875,2028,28.1599998474121,NA,NA,39.5499992370605,668,123.775009155273,3,">30","Other"
2015,9,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$3,230,009",3230009,8,1,1,1180.7099609375,2028,28.1599998474121,35.5999984741211,8.89999961853027,39.5499992370605,668,123.775009155273,3,">30","Megalops atlanticus"
2015,10,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$824,432",824432,1,1,1,717.140014648438,2100,37.25,29.5,7,35.5299987792969,669,124.619293212891,3,">30","Ariopsis canteri"
2015,10,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$44,007,921",44007921,2,1,1,58030.08984375,2100,37.25,25.1000003814697,3.70000004768372,35.5299987792969,669,124.619293212891,3,">30","Mugil incilis"
2015,10,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$533,180",533180,3,1,1,716.510009765625,2100,37.25,35.5,3.79999995231628,35.5299987792969,669,124.619293212891,3,">30","Elops schmitti"
2015,10,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$5,839,648",5839648,4,1,1,7535.02978515625,2100,37.25,20.2999992370605,2,35.5299987792969,669,124.619293212891,3,">30","Cathorops mapale"
2015,10,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$995,232",995232,6,1,1,438.420013427734,2100,37.25,26,1.60000002384186,35.5299987792969,669,124.619293212891,3,">30","Eugerres plumieri"
2015,10,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$3,172,669",3172669,7,1,1,9710.099609375,2100,37.25,NA,NA,35.5299987792969,669,124.619293212891,3,">30","Other"
2015,10,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$3,191,419",3191419,8,1,1,1061.93994140625,2100,37.25,39.2999992370605,12.5,35.5299987792969,669,124.619293212891,3,">30","Megalops atlanticus"
2015,11,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$953,318",953318,1,1,1,932.409973144531,1785,31.5400009155273,32.2999992370605,7.59999990463257,29.9400005340576,670,125.370750427246,2,"19-30","Ariopsis canteri"
2015,11,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$28,001,239",28001239,2,1,1,40830.23046875,1785,31.5400009155273,23.2000007629395,4.09999990463257,29.9400005340576,670,125.370750427246,2,"19-30","Mugil incilis"
2015,11,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$588,050",588050,3,1,1,827.390014648438,1785,31.5400009155273,32.7999992370605,7.59999990463257,29.9400005340576,670,125.370750427246,2,"19-30","Elops schmitti"
2015,11,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$3,908,971",3908971,4,1,1,5720.4501953125,1785,31.5400009155273,21.1000003814697,1.89999997615814,29.9400005340576,670,125.370750427246,2,"19-30","Cathorops mapale"
2015,11,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$551,680",551680,6,1,1,250.940002441406,1785,31.5400009155273,24.6000003814697,3.5,29.9400005340576,670,125.370750427246,2,"19-30","Eugerres plumieri"
2015,11,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,166,957",1166957,7,1,1,5686.14990234375,1785,31.5400009155273,NA,NA,29.9400005340576,670,125.370750427246,2,"19-30","Other"
2015,11,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$5,184,367",5184367,8,1,1,2034.43005371094,1785,31.5400009155273,36.9000015258789,8.80000019073486,29.9400005340576,670,125.370750427246,2,"19-30","Megalops atlanticus"
2015,12,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$659,815",659815,1,1,1,1195.9599609375,2046,27.9300003051758,32.0999984741211,8.5,28.3799991607666,671,126.149452209473,2,"19-30","Ariopsis canteri"
2015,12,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$30,855,855",30855855,2,1,1,37204.3984375,2046,27.9300003051758,22,3.5,28.3799991607666,671,126.149452209473,2,"19-30","Mugil incilis"
2015,12,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$474,284",474284,3,1,1,644.630004882812,2046,27.9300003051758,33.7999992370605,5.40000009536743,28.3799991607666,671,126.149452209473,2,"19-30","Elops schmitti"
2015,12,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$6,681,054",6681054,4,1,1,9777.150390625,2046,27.9300003051758,20.5,2.09999990463257,28.3799991607666,671,126.149452209473,2,"19-30","Cathorops mapale"
2015,12,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$212,095",212095,6,1,1,461.779998779297,2046,27.9300003051758,23.3999996185303,3.90000009536743,28.3799991607666,671,126.149452209473,2,"19-30","Eugerres plumieri"
2015,12,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,642,422",1642422,7,1,1,5801.43017578125,2046,27.9300003051758,NA,NA,28.3799991607666,671,126.149452209473,2,"19-30","Other"
2015,12,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$5,686,210",5686210,8,1,1,2038.77001953125,2046,27.9300003051758,36.4000015258789,7.59999990463257,28.3799991607666,671,126.149452209473,2,"19-30","Megalops atlanticus"
2016,1,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$1,393,357",1393357,1,1,1,954.539978027344,1620,32.4199981689453,33.2000007629395,6,38.9500007629395,672,127.769996643066,3,">30","Ariopsis canteri"
2016,1,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$37,451,224",37451224,2,1,1,36234.51953125,1620,32.4199981689453,26,4,38.9500007629395,672,127.769996643066,3,">30","Mugil incilis"
2016,1,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$485,415",485415,3,1,1,700.599975585938,1620,32.4199981689453,30,5.30000019073486,38.9500007629395,672,127.769996643066,3,">30","Elops schmitti"
2016,1,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$5,301,093",5301093,4,1,1,7167.669921875,1620,32.4199981689453,20.7999992370605,1.79999995231628,38.9500007629395,672,127.769996643066,3,">30","Cathorops mapale"
2016,1,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$247,627",247627,6,1,1,151.580001831055,1620,32.4199981689453,23.8999996185303,2.79999995231628,38.9500007629395,672,127.769996643066,3,">30","Eugerres plumieri"
2016,1,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$1,233,601",1233601,7,1,1,5543.72021484375,1620,32.4199981689453,NA,NA,38.9500007629395,672,127.769996643066,3,">30","Other"
2016,1,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$4,403,779",4403779,8,1,1,1755.19995117188,1620,32.4199981689453,35.5,9.10000038146973,38.9500007629395,672,127.769996643066,3,">30","Megalops atlanticus"
2016,2,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$794,248",794248,1,1,1,562.460021972656,2430,48.0800018310547,30.5,7.40000009536743,40.4000015258789,673,129.410003662109,3,">30","Ariopsis canteri"
2016,2,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$87,310,352",87310352,2,1,1,109518.2109375,2430,48.0800018310547,23.2000007629395,3.90000009536743,40.4000015258789,673,129.410003662109,3,">30","Mugil incilis"
2016,2,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$631,313",631313,3,1,1,880.22998046875,2430,48.0800018310547,28.2999992370605,5.90000009536743,40.4000015258789,673,129.410003662109,3,">30","Elops schmitti"
2016,2,"NUEVA VENECIA","ATARRAYA","MAPALE","Cathorops mapale","$456,601",456601,4,1,1,668.200012207031,2430,48.0800018310547,19.7000007629395,1.60000002384186,40.4000015258789,673,129.410003662109,3,">30","Cathorops mapale"
2016,2,"NUEVA VENECIA","ATARRAYA","MOJARRA RAYADA","Eugerres plumieri","$153,260",153260,6,1,1,77.7399978637695,2430,48.0800018310547,21,1.60000002384186,40.4000015258789,673,129.410003662109,3,">30","Eugerres plumieri"
2016,2,"NUEVA VENECIA","ATARRAYA","OTRAS","Otras","$935,473",935473,7,1,1,3917.38989257812,2430,48.0800018310547,NA,NA,40.4000015258789,673,129.410003662109,3,">30","Other"
2016,2,"NUEVA VENECIA","ATARRAYA","SABALO","Megalops atlanticus","$2,963,810",2963810,8,1,1,1199.18994140625,2430,48.0800018310547,34,6.59999990463257,40.4000015258789,673,129.410003662109,3,">30","Megalops atlanticus"
2016,3,"NUEVA VENECIA","ATARRAYA","CHIVO CABEZON","Ariopsis canteri","$636,474",636474,1,1,1,473.570007324219,2549,44.060001373291,31.5,7,43.1100006103516,674,130.630004882812,3,">30","Ariopsis canteri"
2016,3,"NUEVA VENECIA","ATARRAYA","LISA","Mugil incilis","$79,998,773",79998773,2,1,1,101896.5703125,2549,44.060001373291,24,4.69999980926514,43.1100006103516,674,130.630004882812,3,">30","Mugil incilis"
2016,3,"NUEVA VENECIA","ATARRAYA","MACABI","Elops schmitti","$376,543",376543,3,1,1,529.52001953125,2549,44.060001373291,31.7000007629395,4.40000009536743,43.1100006103516,674,130.630004882812,3,">30","Elops schmitti"
